age_cat,race,sex,c_charge_degree,is_recid,priors_count,time_served,two_year_recid
Less than 25,Asian,Male,F,1,0,0,1
Greater than 45,Caucasian,Male,F,1,3,0,1
25 - 45,African-American,Male,F,0,5,6,0
25 - 45,African-American,Male,M,0,4,2,0
25 - 45,African-American,Male,F,1,14,1,1
Greater than 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Male,M,1,3,1,1
Greater than 45,Caucasian,Male,F,1,2,2,1
Greater than 45,African-American,Male,F,1,20,33,1
25 - 45,African-American,Male,M,0,2,6,0
Less than 25,African-American,Male,M,0,1,1,0
25 - 45,African-American,Male,F,0,1,1,0
Greater than 45,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,0,6,1,0
25 - 45,African-American,Male,M,1,10,5,1
25 - 45,African-American,Male,F,1,10,0,1
25 - 45,Caucasian,Male,F,0,1,1,0
Greater than 45,Caucasian,Female,F,1,9,384,1
Greater than 45,Caucasian,Male,F,0,1,6,0
25 - 45,African-American,Male,F,0,0,1,0
Less than 25,Hispanic,Male,M,0,0,0,0
Greater than 45,Caucasian,Female,F,0,2,19,0
Less than 25,African-American,Male,F,1,0,1,1
Greater than 45,African-American,Male,F,1,18,248,1
Greater than 45,African-American,Male,M,0,0,1,0
Less than 25,African-American,Male,F,0,1,0,0
25 - 45,Caucasian,Male,F,1,1,16,1
Greater than 45,Caucasian,Male,F,0,0,2,0
25 - 45,Caucasian,Male,M,1,0,0,1
Less than 25,Hispanic,Male,F,0,1,6,0
Less than 25,Caucasian,Male,M,0,0,1,0
25 - 45,Caucasian,Male,F,1,0,0,1
Greater than 45,Caucasian,Male,M,0,0,3,0
Less than 25,Caucasian,Male,F,0,1,0,0
25 - 45,Hispanic,Female,F,0,1,1,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,1,0,0
Less than 25,Caucasian,Male,F,1,1,1,1
Greater than 45,African-American,Male,F,1,0,2,1
25 - 45,African-American,Female,F,1,4,0,1
Greater than 45,African-American,Male,F,0,2,1,0
Less than 25,African-American,Male,F,1,6,8,1
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,0,0,1,0
Less than 25,African-American,Male,F,0,0,0,0
Greater than 45,African-American,Male,F,0,11,2,0
25 - 45,African-American,Male,F,1,10,2,1
Less than 25,African-American,Male,F,0,0,0,0
Less than 25,Caucasian,Female,M,0,0,2,0
25 - 45,Other,Male,F,0,0,7,0
25 - 45,Caucasian,Male,F,1,22,3,1
Less than 25,African-American,Male,F,1,0,1,1
Greater than 45,Caucasian,Female,F,0,0,1,0
25 - 45,African-American,Male,M,1,7,0,1
25 - 45,African-American,Female,M,0,1,0,0
Greater than 45,African-American,Male,F,0,8,24,0
25 - 45,African-American,Male,M,0,10,40,0
25 - 45,African-American,Female,F,0,0,37,0
Less than 25,African-American,Male,F,1,0,7,1
25 - 45,African-American,Female,F,0,3,0,0
Less than 25,African-American,Male,F,1,2,1,1
25 - 45,African-American,Male,F,1,4,83,1
Greater than 45,African-American,Female,F,1,19,30,1
Less than 25,Other,Male,F,1,1,0,1
Less than 25,Other,Female,M,0,0,1,0
Less than 25,Caucasian,Female,F,1,1,17,1
Less than 25,African-American,Female,F,0,0,1,0
25 - 45,Native American,Male,M,0,3,0,0
Greater than 45,African-American,Female,F,0,0,0,0
Less than 25,African-American,Female,F,1,0,0,0
25 - 45,African-American,Male,F,1,5,22,1
25 - 45,African-American,Male,F,1,6,6,0
Less than 25,Other,Male,M,0,2,1,0
25 - 45,African-American,Male,F,1,4,0,1
25 - 45,African-American,Male,M,0,1,3,0
25 - 45,Other,Male,F,1,1,0,1
25 - 45,Hispanic,Male,F,0,0,1,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,8,0,1
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,0,4,1,0
25 - 45,African-American,Female,F,0,4,2,0
Less than 25,Caucasian,Male,M,1,1,1,1
Less than 25,Caucasian,Male,F,1,2,5,1
Less than 25,Caucasian,Male,F,1,0,2,1
Greater than 45,African-American,Male,F,0,11,140,0
Greater than 45,Caucasian,Male,F,0,0,11,0
25 - 45,Other,Male,F,0,0,5,0
25 - 45,African-American,Female,F,0,3,28,0
25 - 45,Caucasian,Male,M,0,0,5,0
Less than 25,African-American,Male,F,1,1,4,1
25 - 45,Caucasian,Male,M,0,2,0,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,F,1,22,0,1
Less than 25,Other,Female,M,0,0,1,0
Greater than 45,African-American,Male,M,0,0,0,0
25 - 45,Other,Male,F,0,0,1,0
Less than 25,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Female,M,1,1,0,1
25 - 45,African-American,Female,M,0,1,0,0
Greater than 45,Hispanic,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Male,F,1,3,1,1
25 - 45,African-American,Female,M,0,0,1,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,Other,Male,M,0,3,0,0
25 - 45,African-American,Male,F,1,17,4,1
Less than 25,African-American,Male,F,1,1,0,1
25 - 45,African-American,Male,F,0,7,1,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,8,2,0
25 - 45,African-American,Male,F,1,14,0,1
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Female,M,1,1,0,1
25 - 45,African-American,Male,M,1,5,5,1
25 - 45,African-American,Male,F,0,16,17,0
25 - 45,Caucasian,Male,M,1,1,0,1
25 - 45,Other,Female,M,1,0,0,1
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Male,M,1,3,2,1
Less than 25,African-American,Female,F,0,1,1,0
25 - 45,Caucasian,Male,M,1,2,0,0
25 - 45,African-American,Male,F,1,13,5,1
25 - 45,Other,Male,F,0,0,1,0
Less than 25,Other,Male,F,1,0,1,1
25 - 45,African-American,Male,F,0,20,1,0
25 - 45,African-American,Male,F,1,3,0,1
Greater than 45,African-American,Male,F,1,25,6,1
Less than 25,African-American,Male,M,1,1,1,1
Greater than 45,African-American,Male,M,1,9,38,1
25 - 45,Caucasian,Male,F,1,5,35,1
Greater than 45,African-American,Male,M,1,4,27,1
25 - 45,African-American,Male,M,0,4,1,0
Greater than 45,Caucasian,Male,M,1,4,0,0
25 - 45,African-American,Male,F,1,1,5,1
25 - 45,African-American,Male,M,0,2,0,0
25 - 45,African-American,Male,F,1,6,20,1
25 - 45,Other,Male,F,0,3,1,0
Greater than 45,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Male,M,1,1,0,1
25 - 45,Caucasian,Male,M,1,4,293,1
25 - 45,Caucasian,Female,M,1,1,10,1
Less than 25,African-American,Male,F,0,1,2,0
Less than 25,African-American,Male,F,1,1,2,1
Less than 25,Caucasian,Male,F,1,3,1,1
25 - 45,African-American,Male,M,1,4,1,1
Greater than 45,Caucasian,Male,F,0,1,0,0
Less than 25,African-American,Male,F,1,5,1,1
25 - 45,Caucasian,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Male,M,0,7,1,0
Less than 25,Caucasian,Female,M,0,0,0,0
Less than 25,African-American,Male,F,1,1,1,1
25 - 45,African-American,Male,M,0,9,1,0
25 - 45,African-American,Male,F,1,5,1,1
Less than 25,Caucasian,Female,F,0,1,1,0
25 - 45,African-American,Male,F,1,0,9,1
25 - 45,African-American,Male,M,1,25,117,1
Less than 25,African-American,Male,F,0,0,2,0
25 - 45,African-American,Male,F,1,13,1,1
Greater than 45,Other,Male,F,0,0,5,0
25 - 45,African-American,Female,F,0,4,0,0
25 - 45,Caucasian,Male,F,0,0,22,0
Greater than 45,African-American,Female,F,0,0,2,0
Less than 25,African-American,Male,F,0,3,33,0
25 - 45,African-American,Female,M,0,1,1,0
Less than 25,Caucasian,Male,F,1,1,19,1
25 - 45,Caucasian,Male,F,0,3,0,0
Less than 25,African-American,Male,F,1,6,135,1
25 - 45,Other,Male,F,1,4,1,1
25 - 45,African-American,Male,F,0,1,2,0
Greater than 45,Caucasian,Male,F,1,1,1,0
25 - 45,African-American,Male,F,0,1,1,0
Less than 25,Hispanic,Male,F,1,3,97,1
Greater than 45,African-American,Male,F,0,3,1,0
Less than 25,Caucasian,Male,M,1,1,0,1
25 - 45,African-American,Male,F,0,4,108,0
25 - 45,Caucasian,Female,F,1,1,0,1
25 - 45,African-American,Female,F,0,1,179,0
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,9,11,1
25 - 45,Caucasian,Male,F,1,0,27,1
Greater than 45,Caucasian,Male,F,1,1,3,1
25 - 45,Hispanic,Male,M,0,1,0,0
Greater than 45,Hispanic,Female,M,0,1,0,0
25 - 45,African-American,Male,M,1,3,1,1
25 - 45,African-American,Male,F,1,3,2,1
25 - 45,African-American,Male,M,1,5,0,1
Greater than 45,Hispanic,Male,M,1,0,3,1
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,0,0,1
25 - 45,Caucasian,Female,M,0,3,45,0
Greater than 45,Caucasian,Female,M,0,0,0,0
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,Hispanic,Male,F,0,1,8,0
25 - 45,Hispanic,Male,F,0,1,1,0
25 - 45,African-American,Male,M,1,6,35,1
Less than 25,African-American,Male,F,1,1,0,1
Greater than 45,African-American,Male,F,1,2,9,1
25 - 45,African-American,Male,M,0,0,1,0
Greater than 45,Caucasian,Male,F,0,1,3,0
25 - 45,African-American,Male,M,1,4,0,1
Greater than 45,Caucasian,Female,F,1,1,1,1
Greater than 45,African-American,Male,F,1,3,0,1
Less than 25,African-American,Male,F,1,2,0,1
25 - 45,African-American,Male,F,1,19,14,1
Greater than 45,African-American,Male,M,0,3,220,0
25 - 45,Caucasian,Male,F,0,2,1,0
Greater than 45,African-American,Male,M,0,0,1,0
25 - 45,African-American,Male,M,1,10,1,1
25 - 45,African-American,Male,F,0,1,3,0
Greater than 45,Hispanic,Female,M,0,0,0,0
Greater than 45,Hispanic,Male,M,0,0,1,0
Greater than 45,Hispanic,Male,F,0,1,128,0
25 - 45,Caucasian,Female,M,0,1,0,0
25 - 45,Hispanic,Female,M,1,0,0,1
25 - 45,African-American,Male,F,1,14,2,1
Less than 25,African-American,Male,F,0,2,1,0
25 - 45,African-American,Male,F,1,5,3,1
Greater than 45,Hispanic,Male,M,0,0,1,0
25 - 45,Caucasian,Male,F,0,1,1,0
Less than 25,African-American,Male,F,0,1,108,0
25 - 45,African-American,Male,M,1,2,0,1
Less than 25,African-American,Male,F,1,6,2,1
25 - 45,Caucasian,Female,F,0,0,0,0
Less than 25,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,M,1,1,1,1
Greater than 45,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,1,7,78,1
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,Caucasian,Male,F,0,5,1,0
Less than 25,Caucasian,Male,M,0,0,2,0
Less than 25,Caucasian,Female,M,1,0,1,1
Greater than 45,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,F,1,10,1,1
Less than 25,Caucasian,Male,M,0,0,1,0
Less than 25,Hispanic,Female,M,1,0,0,1
Less than 25,African-American,Male,F,1,2,6,1
25 - 45,Hispanic,Male,M,0,1,7,0
25 - 45,African-American,Male,M,1,5,19,1
25 - 45,African-American,Male,F,1,10,23,1
Greater than 45,African-American,Male,M,1,4,78,1
Less than 25,Caucasian,Male,M,1,2,13,1
25 - 45,African-American,Male,M,1,0,0,1
Less than 25,African-American,Female,F,0,0,1,0
Greater than 45,African-American,Male,M,1,6,1,1
25 - 45,African-American,Male,F,0,0,2,0
Less than 25,African-American,Female,M,0,6,17,0
25 - 45,African-American,Male,M,0,1,9,0
25 - 45,Caucasian,Male,F,1,8,0,1
Less than 25,African-American,Male,M,1,1,0,1
25 - 45,Hispanic,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,4,1,1
25 - 45,African-American,Female,F,0,3,26,0
Less than 25,African-American,Male,F,1,2,6,1
25 - 45,Caucasian,Male,F,1,8,2,0
25 - 45,African-American,Male,F,1,6,39,1
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,0,0,1
Less than 25,African-American,Female,M,0,0,0,0
Greater than 45,Hispanic,Male,F,0,2,47,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,6,2,1
Greater than 45,African-American,Male,M,0,17,0,0
Greater than 45,Hispanic,Male,F,1,20,2,1
Less than 25,Caucasian,Male,F,0,2,0,0
Less than 25,African-American,Male,M,0,2,5,0
25 - 45,African-American,Male,F,0,5,0,0
Greater than 45,Hispanic,Male,M,0,0,0,0
Less than 25,Hispanic,Male,F,1,1,1,1
Greater than 45,Hispanic,Male,M,0,1,0,0
25 - 45,African-American,Male,F,0,1,4,0
25 - 45,African-American,Male,F,0,2,37,0
Less than 25,Hispanic,Male,M,1,1,1,1
25 - 45,Caucasian,Male,F,0,6,0,0
25 - 45,African-American,Male,F,0,2,58,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,17,2,1
25 - 45,African-American,Male,M,1,11,2,1
25 - 45,African-American,Male,F,0,1,1,0
25 - 45,African-American,Male,F,1,6,0,1
Greater than 45,Caucasian,Male,F,0,1,0,0
Greater than 45,Hispanic,Male,M,0,0,1,0
Greater than 45,Hispanic,Male,F,1,0,1,1
Greater than 45,African-American,Female,F,0,0,1,0
Less than 25,Caucasian,Male,M,0,3,1,0
Greater than 45,Hispanic,Male,F,1,1,1,1
25 - 45,Hispanic,Male,F,0,0,2,0
Greater than 45,African-American,Female,F,0,5,1,0
25 - 45,African-American,Male,F,1,16,0,1
25 - 45,Other,Male,F,1,0,2,1
25 - 45,African-American,Female,M,1,5,47,1
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,F,0,1,6,0
25 - 45,African-American,Male,M,1,3,0,1
25 - 45,African-American,Male,M,1,13,0,1
Greater than 45,African-American,Male,M,0,2,0,0
25 - 45,Caucasian,Male,F,0,1,14,0
Greater than 45,Caucasian,Male,M,0,5,12,0
25 - 45,Other,Male,F,0,1,0,0
Greater than 45,Caucasian,Male,F,0,2,1,0
25 - 45,African-American,Male,M,1,1,1,1
25 - 45,African-American,Male,M,1,0,1,1
Greater than 45,Caucasian,Female,M,0,0,0,0
Less than 25,African-American,Female,M,0,0,1,0
Greater than 45,African-American,Male,F,1,17,25,1
25 - 45,African-American,Male,F,1,1,1,1
25 - 45,African-American,Male,F,0,0,2,0
25 - 45,Caucasian,Female,M,0,0,1,0
25 - 45,Caucasian,Male,M,1,2,5,1
25 - 45,African-American,Male,M,0,2,1,0
25 - 45,African-American,Male,M,1,4,2,1
Less than 25,Hispanic,Male,M,0,0,0,0
25 - 45,African-American,Female,F,0,0,2,0
25 - 45,African-American,Female,F,1,4,0,1
Greater than 45,Caucasian,Female,M,1,30,3,1
Greater than 45,African-American,Male,F,0,4,0,0
25 - 45,African-American,Male,F,1,2,1,0
25 - 45,Caucasian,Female,F,0,0,1,0
25 - 45,Other,Male,F,0,0,2,0
Greater than 45,Caucasian,Male,F,0,0,0,0
Greater than 45,African-American,Male,F,0,2,0,0
Greater than 45,African-American,Male,F,0,19,117,0
Less than 25,African-American,Male,F,1,5,19,1
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,0,2,20,0
Greater than 45,Caucasian,Female,F,0,4,3,0
Greater than 45,Caucasian,Male,F,1,1,0,1
25 - 45,African-American,Male,F,1,8,1,1
25 - 45,Caucasian,Male,F,0,3,0,0
25 - 45,African-American,Male,F,0,1,1,0
Greater than 45,African-American,Male,F,1,10,1,1
25 - 45,Hispanic,Male,F,0,0,1,0
Greater than 45,Caucasian,Male,M,0,2,0,0
25 - 45,Caucasian,Male,M,0,1,0,0
25 - 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Female,F,1,1,1,1
Greater than 45,Hispanic,Male,M,0,0,1,0
Greater than 45,Caucasian,Male,F,0,0,0,0
Greater than 45,African-American,Male,F,1,1,19,1
Greater than 45,Caucasian,Male,F,0,2,12,0
25 - 45,Caucasian,Male,M,0,6,27,0
Less than 25,African-American,Male,M,1,1,0,1
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Hispanic,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,9,799,1
25 - 45,Caucasian,Male,M,0,2,12,0
Less than 25,Caucasian,Male,M,1,0,0,1
25 - 45,African-American,Male,M,0,18,1,0
25 - 45,Caucasian,Female,F,1,5,7,1
Less than 25,African-American,Male,F,1,1,0,1
Less than 25,African-American,Female,F,0,0,0,0
Greater than 45,Caucasian,Male,F,0,8,11,0
Greater than 45,African-American,Male,F,0,7,0,0
25 - 45,Caucasian,Male,F,0,3,1,0
Less than 25,Caucasian,Female,F,0,2,2,0
Less than 25,Hispanic,Male,F,1,0,0,1
Less than 25,African-American,Female,F,1,3,0,1
Greater than 45,Caucasian,Male,M,1,3,2,1
25 - 45,Caucasian,Male,M,0,4,1,0
Greater than 45,Caucasian,Male,M,0,1,1,0
25 - 45,Other,Male,F,0,1,266,0
Less than 25,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Female,F,0,1,2,0
25 - 45,African-American,Male,M,1,0,4,1
25 - 45,African-American,Male,F,1,16,0,1
25 - 45,African-American,Male,M,1,4,1,1
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,12,2,1
25 - 45,Caucasian,Male,M,1,0,0,0
25 - 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,9,0,1
25 - 45,African-American,Male,F,1,5,1,1
25 - 45,African-American,Male,F,1,11,6,1
Greater than 45,African-American,Male,F,1,1,0,1
Greater than 45,African-American,Female,F,0,1,0,0
25 - 45,African-American,Male,M,1,1,0,1
Greater than 45,African-American,Male,F,0,5,0,0
Greater than 45,Caucasian,Female,M,0,6,33,0
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Female,F,0,0,1,0
25 - 45,African-American,Female,F,0,14,3,0
Less than 25,Other,Male,M,1,0,11,1
25 - 45,Caucasian,Male,M,1,1,0,1
Greater than 45,Caucasian,Female,M,0,0,0,0
Less than 25,Caucasian,Male,F,1,0,1,1
Greater than 45,Caucasian,Female,F,0,0,13,0
25 - 45,Caucasian,Male,M,0,0,1,0
Less than 25,African-American,Female,F,0,0,0,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,4,1,1
25 - 45,Caucasian,Female,M,0,0,0,0
Greater than 45,African-American,Male,F,0,0,1,0
Less than 25,African-American,Male,F,1,2,1,1
Less than 25,Hispanic,Male,F,1,0,0,1
Less than 25,Caucasian,Male,M,0,1,0,0
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,African-American,Female,F,0,2,14,0
25 - 45,Caucasian,Male,M,0,3,0,0
Less than 25,Hispanic,Male,F,0,0,4,0
25 - 45,African-American,Male,M,1,9,0,0
Less than 25,African-American,Male,F,0,0,4,0
Less than 25,Hispanic,Male,F,1,2,192,1
25 - 45,African-American,Male,F,1,9,1,1
25 - 45,Native American,Male,F,1,7,0,0
Greater than 45,African-American,Male,F,0,3,1,0
Less than 25,Hispanic,Female,F,0,0,0,0
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,African-American,Female,F,1,3,3,1
Greater than 45,African-American,Male,M,0,4,2,0
Less than 25,African-American,Female,M,0,0,0,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,4,32,1
25 - 45,Caucasian,Female,F,1,2,43,1
25 - 45,Other,Male,M,1,1,58,1
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,Native American,Male,M,0,0,3,0
25 - 45,Caucasian,Female,F,1,11,34,1
25 - 45,African-American,Female,F,1,6,3,1
Less than 25,Other,Male,F,0,5,1,0
Greater than 45,African-American,Male,F,0,3,0,0
25 - 45,Caucasian,Female,M,0,3,0,0
25 - 45,Caucasian,Male,F,1,2,0,1
25 - 45,Hispanic,Male,F,0,0,1,0
25 - 45,Caucasian,Female,F,0,0,1,0
Less than 25,African-American,Male,M,1,0,4,1
Less than 25,Asian,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,77,0
25 - 45,Caucasian,Female,M,0,1,1,0
25 - 45,Hispanic,Male,M,1,0,0,1
Greater than 45,Caucasian,Male,F,1,8,3,1
25 - 45,African-American,Female,F,0,1,0,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,0,8,1
25 - 45,African-American,Male,F,1,5,51,1
25 - 45,African-American,Male,F,1,4,414,1
25 - 45,African-American,Male,F,1,7,1,1
25 - 45,Caucasian,Male,F,0,0,158,0
25 - 45,African-American,Male,F,0,3,1,0
25 - 45,African-American,Female,M,1,0,1,0
Less than 25,Caucasian,Male,F,1,1,1,1
25 - 45,African-American,Male,F,1,1,31,1
25 - 45,African-American,Male,M,1,0,0,1
25 - 45,African-American,Male,F,1,3,0,1
25 - 45,African-American,Male,M,0,1,8,0
25 - 45,Caucasian,Male,F,0,0,24,0
25 - 45,Hispanic,Male,M,0,0,6,0
Less than 25,African-American,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,African-American,Female,F,1,2,0,1
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Female,M,0,1,1,0
Less than 25,African-American,Male,M,1,2,0,1
Less than 25,African-American,Male,F,0,0,0,0
Less than 25,Other,Male,F,1,8,1,1
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,Other,Male,F,0,1,5,0
Greater than 45,African-American,Male,F,0,12,1,0
25 - 45,African-American,Male,M,0,6,0,0
25 - 45,African-American,Male,M,1,2,23,1
Less than 25,Caucasian,Male,M,0,4,0,0
25 - 45,African-American,Male,M,1,0,2,1
25 - 45,African-American,Male,F,1,4,355,1
Less than 25,Caucasian,Male,F,1,1,36,1
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,Caucasian,Female,F,1,0,0,1
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,Other,Male,F,0,0,2,0
25 - 45,Caucasian,Male,M,0,3,0,0
Less than 25,African-American,Male,F,1,1,0,1
Less than 25,Caucasian,Male,M,1,0,0,1
Greater than 45,Caucasian,Male,M,0,0,1,0
Greater than 45,Caucasian,Male,F,1,3,1,1
Less than 25,African-American,Male,F,0,0,0,0
Less than 25,African-American,Male,F,0,0,35,0
25 - 45,African-American,Male,F,1,4,353,1
Greater than 45,Caucasian,Male,F,0,2,4,0
25 - 45,Caucasian,Female,F,1,0,0,1
25 - 45,Caucasian,Male,M,1,9,7,1
Less than 25,African-American,Male,F,1,0,209,1
25 - 45,Other,Male,M,0,0,0,0
Greater than 45,Caucasian,Female,M,0,5,0,0
25 - 45,African-American,Male,F,1,4,0,1
Less than 25,Hispanic,Male,F,0,4,27,0
25 - 45,Hispanic,Male,M,1,0,3,1
Greater than 45,Caucasian,Female,M,0,1,0,0
25 - 45,Caucasian,Male,M,0,0,2,0
25 - 45,Caucasian,Female,M,0,1,4,0
Less than 25,Caucasian,Male,F,1,0,0,1
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Male,M,0,2,1,0
Less than 25,African-American,Male,F,1,0,182,1
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,F,0,4,0,0
Greater than 45,Hispanic,Male,F,0,1,183,0
Less than 25,African-American,Male,F,0,1,1,0
Less than 25,African-American,Male,M,0,0,0,0
25 - 45,Other,Male,F,1,1,2,1
25 - 45,Caucasian,Male,M,1,1,0,1
Greater than 45,Hispanic,Male,F,0,1,18,0
25 - 45,Hispanic,Male,M,1,1,0,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,1,2,1,1
25 - 45,African-American,Female,F,1,5,6,1
Less than 25,Hispanic,Male,F,0,0,1,0
25 - 45,African-American,Female,F,0,1,0,0
25 - 45,Other,Male,F,0,0,5,0
25 - 45,African-American,Male,F,0,2,2,0
Greater than 45,Caucasian,Male,M,0,0,2,0
25 - 45,African-American,Male,F,0,1,0,0
25 - 45,Asian,Male,F,0,2,8,0
Less than 25,Caucasian,Male,F,1,6,0,1
Greater than 45,Asian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,M,0,4,3,0
Greater than 45,African-American,Male,F,1,7,1,1
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Male,M,1,7,1,1
Greater than 45,Caucasian,Male,F,1,7,14,1
25 - 45,African-American,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,12,21,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,M,1,4,1,1
25 - 45,African-American,Male,M,0,0,1,0
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Hispanic,Male,M,0,11,0,0
Greater than 45,Other,Male,M,0,0,1,0
Greater than 45,Caucasian,Female,F,0,5,32,0
25 - 45,African-American,Male,F,1,4,1,1
25 - 45,African-American,Male,F,1,0,17,1
25 - 45,African-American,Male,F,0,2,5,0
25 - 45,Caucasian,Male,F,0,2,0,0
25 - 45,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Other,Male,F,0,4,0,0
25 - 45,Hispanic,Male,F,0,3,13,0
Greater than 45,African-American,Female,F,0,4,1,0
25 - 45,Other,Male,M,0,0,0,0
Less than 25,Caucasian,Female,M,0,1,0,0
Less than 25,African-American,Male,F,1,2,140,1
25 - 45,Caucasian,Male,F,1,0,35,1
25 - 45,Caucasian,Male,F,0,2,1,0
Less than 25,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Male,F,0,6,1,0
25 - 45,African-American,Male,F,0,6,133,0
25 - 45,African-American,Male,F,1,15,2,1
Less than 25,African-American,Male,F,1,0,1,1
